state,gender,year,name,number,created_date
HI,M,1910,David,5,11/28/2016
HI,F,1910,Esther,5,11/28/2016
HI,F,1910,Beatrice,5,11/28/2016
HI,M,1910,Samuel,6,11/28/2016
HI,F,1910,Ruth,8,11/28/2016
HI,M,1910,George,17,11/28/2016
HI,F,1910,Marie,6,11/28/2016
HI,F,1910,Lydia,5,11/28/2016
HI,F,1910,Helen,20,11/28/2016
HI,F,1910,Eva,6,11/28/2016
HI,F,1910,Cecilia,6,11/28/2016
HI,M,1910,Robert,6,11/28/2016
HI,F,1910,Mabel,6,11/28/2016
HI,F,1910,Florence,11,11/28/2016
HI,M,1910,Manuel,6,11/28/2016
HI,M,1910,Harry,8,11/28/2016
HI,M,1910,Peter,6,11/28/2016
HI,F,1910,Betty,5,11/28/2016
HI,M,1910,Albert,8,11/28/2016
HI,F,1910,Yoshiko,9,11/28/2016
HI,F,1910,Chiyoko,7,11/28/2016
HI,F,1910,Elizabeth,15,11/28/2016
HI,F,1910,Laura,5,11/28/2016
HI,M,1910,John,22,11/28/2016
HI,F,1910,Lillian,7,11/28/2016
HI,M,1910,Daniel,5,11/28/2016
HI,F,1910,Josephine,5,11/28/2016
HI,M,1910,Frank,9,11/28/2016
HI,F,1910,Emma,8,11/28/2016
HI,M,1910,James,10,11/28/2016
HI,F,1910,Louise,5,11/28/2016
HI,M,1910,Charles,10,11/28/2016
HI,F,1910,Ann,7,11/28/2016
HI,M,1910,Richard,8,11/28/2016
HI,F,1910,Gladys,5,11/28/2016
HI,F,1910,Agnes,7,11/28/2016
HI,F,1910,Haruko,5,11/28/2016
HI,F,1910,Dorothy,11,11/28/2016
HI,F,1910,Alice,19,11/28/2016
HI,M,1910,Joseph,18,11/28/2016
HI,M,1910,William,14,11/28/2016
HI,F,1910,Ellen,5,11/28/2016
HI,F,1910,Mary,47,11/28/2016
HI,F,1910,Rose,18,11/28/2016
HI,M,1910,Henry,13,11/28/2016
HI,F,1910,Lucille,5,11/28/2016
HI,F,1910,Annie,12,11/28/2016
HI,F,1910,Shizuko,9,11/28/2016
HI,F,1910,Mildred,8,11/28/2016
HI,F,1910,Violet,16,11/28/2016
HI,M,1910,Paul,5,11/28/2016
HI,M,1910,Arthur,9,11/28/2016
HI,F,1910,Edith,7,11/28/2016
IA,F,1910,Cora,13,11/28/2016
IA,M,1910,Glenn,19,11/28/2016
IA,M,1910,Lowell,5,11/28/2016
IA,F,1910,Edna,63,11/28/2016
IA,M,1910,James,74,11/28/2016
IA,M,1910,Milton,9,11/28/2016
IA,F,1910,Velma,38,11/28/2016
IA,F,1910,Josephine,37,11/28/2016
IA,F,1910,Hattie,9,11/28/2016
IA,F,1910,Lorene,6,11/28/2016
IA,M,1910,Roy,24,11/28/2016
IA,M,1910,Lloyd,23,11/28/2016
IA,F,1910,Edythe,5,11/28/2016
IA,M,1910,Andrew,7,11/28/2016
IA,F,1910,Jean,20,11/28/2016
IA,F,1910,Sally,6,11/28/2016
IA,F,1910,Donna,5,11/28/2016
IA,F,1910,Clara,48,11/28/2016
IA,F,1910,Violet,23,11/28/2016
IA,F,1910,Betty,20,11/28/2016
IA,F,1910,Veronica,8,11/28/2016
IA,F,1910,Fay,6,11/28/2016
IA,F,1910,Madge,6,11/28/2016
IA,M,1910,Maurice,16,11/28/2016
IA,F,1910,Freda,9,11/28/2016
IA,M,1910,Kermit,7,11/28/2016
IA,F,1910,Wilma,42,11/28/2016
IA,M,1910,Wayne,13,11/28/2016
IA,M,1910,Eugene,7,11/28/2016
IA,F,1910,Mabel,49,11/28/2016
IA,F,1910,Flossie,7,11/28/2016
IA,M,1910,Guy,7,11/28/2016
IA,F,1910,Ella,26,11/28/2016
IA,F,1910,Nellie,22,11/28/2016
IA,F,1910,Lena,14,11/28/2016
IA,F,1910,May,8,11/28/2016
IA,M,1910,Clarence,40,11/28/2016
IA,M,1910,Herbert,13,11/28/2016
IA,M,1910,Robert,80,11/28/2016
IA,F,1910,Julia,16,11/28/2016
IA,M,1910,Charles,64,11/28/2016
IA,F,1910,Elizabeth,64,11/28/2016
IA,F,1910,Charlotte,23,11/28/2016
IA,F,1910,Marion,15,11/28/2016
IA,F,1910,Rena,5,11/28/2016
IA,F,1910,Margaret,128,11/28/2016
IA,F,1910,Grace,73,11/28/2016
IA,M,1910,Thomas,30,11/28/2016
IA,F,1910,Jessie,15,11/28/2016
IA,F,1910,Alyce,12,11/28/2016
IA,F,1910,Nina,12,11/28/2016
IA,F,1910,Theresa,9,11/28/2016
IA,F,1910,Geraldine,8,11/28/2016
IA,F,1910,Regina,6,11/28/2016
IA,F,1910,Harriett,5,11/28/2016
IA,M,1910,Alvin,5,11/28/2016
IA,F,1910,Helen,249,11/28/2016
IA,F,1910,Ruth,155,11/28/2016
IA,M,1910,Harvey,8,11/28/2016
IA,M,1910,Jacob,7,11/28/2016
IA,M,1910,Emil,5,11/28/2016
IA,F,1910,Martha,57,11/28/2016
IA,F,1910,Marjorie,50,11/28/2016
IA,F,1910,Lucile,17,11/28/2016
IA,F,1910,Marcella,16,11/28/2016
IA,F,1910,Sadie,8,11/28/2016
IA,F,1910,Lenore,5,11/28/2016
IA,F,1910,Neva,5,11/28/2016
IA,M,1910,Frederick,6,11/28/2016
IA,F,1910,Mary,239,11/28/2016
IA,F,1910,Dorothy,185,11/28/2016
IA,F,1910,Goldie,16,11/28/2016
IA,F,1910,Joyce,7,11/28/2016
IA,F,1910,Elaine,6,11/28/2016
IA,M,1910,Roger,5,11/28/2016
IA,F,1910,Laura,34,11/28/2016
IA,F,1910,Madeline,8,11/28/2016
IA,F,1910,Caroline,7,11/28/2016
IA,F,1910,Lucy,7,11/28/2016
IA,M,1910,Raymond,54,11/28/2016
IA,F,1910,Florence,98,11/28/2016
IA,F,1910,Lucille,79,11/28/2016
IA,F,1910,Kathleen,8,11/28/2016
IA,F,1910,Carolyn,7,11/28/2016
IA,F,1910,Lulu,6,11/28/2016
IA,M,1910,Ivan,9,11/28/2016
IA,F,1910,Eva,42,11/28/2016
IA,F,1910,Bessie,21,11/28/2016
IA,M,1910,Donald,36,11/28/2016
IA,F,1910,Agnes,40,11/28/2016
IA,F,1910,Marian,32,11/28/2016
IA,M,1910,Henry,30,11/28/2016
IA,F,1910,Ann,25,11/28/2016
IA,F,1910,Ellen,23,11/28/2016
IA,F,1910,Lela,7,11/28/2016
IA,F,1910,Alberta,10,11/28/2016
IA,F,1910,Anne,10,11/28/2016
IA,F,1910,Maude,8,11/28/2016
IA,F,1910,Nadine,5,11/28/2016
IA,M,1910,Carroll,5,11/28/2016
IA,M,1910,Jess,5,11/28/2016
IA,F,1910,Louise,52,11/28/2016
IA,F,1910,Virginia,28,11/28/2016
IA,F,1910,Rachel,11,11/28/2016
IA,F,1910,Alta,10,11/28/2016
IA,M,1910,Melvin,14,11/28/2016
IA,M,1910,Max,6,11/28/2016
IA,F,1910,Audrey,8,11/28/2016
IA,M,1910,Lee,10,11/28/2016
IA,M,1910,Harlan,5,11/28/2016
IA,F,1910,Iva,12,11/28/2016
IA,F,1910,Daisy,7,11/28/2016
IA,M,1910,Peter,5,11/28/2016
IA,F,1910,Beatrice,30,11/28/2016
IA,F,1910,Juanita,14,11/28/2016
IA,F,1910,Cecilia,8,11/28/2016
IA,F,1910,Belva,7,11/28/2016
IA,F,1910,Zelda,6,11/28/2016
IA,F,1910,Bernadine,5,11/28/2016
IA,M,1910,Alfred,14,11/28/2016
IA,M,1910,Edwin,14,11/28/2016
IA,M,1910,Delbert,5,11/28/2016
IA,F,1910,Viola,49,11/28/2016
IA,F,1910,Berniece,6,11/28/2016
IA,F,1910,Nettie,6,11/28/2016
IA,F,1910,Emily,5,11/28/2016
IA,M,1910,Kenneth,31,11/28/2016
IA,M,1910,Lyle,12,11/28/2016
IA,M,1910,Orville,10,11/28/2016
IA,F,1910,Cleo,12,11/28/2016
IA,F,1910,Iona,8,11/28/2016
IA,F,1910,Doris,42,11/28/2016
IA,F,1910,Alma,27,11/28/2016
IA,F,1910,Zella,6,11/28/2016
IA,F,1910,Myrtle,30,11/28/2016
IA,F,1910,Thelma,55,11/28/2016
IA,F,1910,Luella,13,11/28/2016
IA,M,1910,Francis,28,11/28/2016
IA,M,1910,Lewis,6,11/28/2016
IA,F,1910,Lola,15,11/28/2016
IA,F,1910,Carmen,6,11/28/2016
IA,F,1910,Della,5,11/28/2016
IA,M,1910,Albert,30,11/28/2016
IA,M,1910,Leroy,13,11/28/2016
IA,M,1910,Michael,7,11/28/2016
IA,F,1910,Frances,69,11/28/2016
IA,F,1910,Gertrude,68,11/28/2016
IA,F,1910,Leona,49,11/28/2016
IA,F,1910,Jane,15,11/28/2016
IA,F,1910,Sarah,14,11/28/2016
IA,F,1910,Dorothea,9,11/28/2016
IA,F,1910,Letha,7,11/28/2016
IA,F,1910,Dorotha,5,11/28/2016
IA,M,1910,Carl,39,11/28/2016
IA,M,1910,Ernest,9,11/28/2016
IA,F,1910,Lois,30,11/28/2016
IA,F,1910,Nona,5,11/28/2016
IA,F,1910,Rita,5,11/28/2016
IA,M,1910,David,13,11/28/2016
IA,M,1910,Hugh,5,11/28/2016
IA,F,1910,Mamie,6,11/28/2016
IA,F,1910,Nora,5,11/28/2016
IA,M,1910,Andy,5,11/28/2016
IA,F,1910,Beulah,31,11/28/2016
IA,F,1910,Phyllis,18,11/28/2016
IA,F,1910,Arlene,10,11/28/2016
IA,F,1910,Zelma,5,11/28/2016
IA,M,1910,Joseph,44,11/28/2016
IA,F,1910,Mildred,162,11/28/2016
IA,F,1910,Jeanne,6,11/28/2016
IA,M,1910,Floyd,18,11/28/2016
IA,F,1910,Opal,49,11/28/2016
IA,F,1910,Jennie,19,11/28/2016
IA,F,1910,Estella,7,11/28/2016
IA,M,1910,Edward,36,11/28/2016
IA,M,1910,Richard,29,11/28/2016
IA,M,1910,Emmett,6,11/28/2016
IA,M,1910,Loren,5,11/28/2016
IA,F,1910,Henrietta,16,11/28/2016
IA,M,1910,Frank,34,11/28/2016
IA,M,1910,Stanley,10,11/28/2016
IA,F,1910,Marie,101,11/28/2016
IA,F,1910,Pearl,37,11/28/2016
IA,F,1910,Mae,23,11/28/2016
IA,F,1910,Leone,9,11/28/2016
IA,F,1910,Christina,5,11/28/2016
IA,F,1910,Bernice,57,11/28/2016
IA,F,1910,Lillian,50,11/28/2016
IA,F,1910,Ada,9,11/28/2016
IA,F,1910,Selma,8,11/28/2016
IA,M,1910,Martin,6,11/28/2016
IA,F,1910,Lorraine,12,11/28/2016
IA,F,1910,Isabel,6,11/28/2016
IA,F,1910,Sophie,6,11/28/2016
IA,F,1910,Olive,17,11/28/2016
IA,M,1910,Arnold,12,11/28/2016
IA,M,1910,Wilbur,5,11/28/2016
IA,F,1910,Norma,16,11/28/2016
IA,F,1910,Mathilda,5,11/28/2016
IA,F,1910,Maxine,38,11/28/2016
IA,F,1910,Catherine,32,11/28/2016
IA,M,1910,Warren,7,11/28/2016
IA,M,1910,Julius,5,11/28/2016
IA,F,1910,Faye,14,11/28/2016
IA,F,1910,Harriet,14,11/28/2016
IA,F,1910,Avis,6,11/28/2016
IA,F,1910,Genevieve,27,11/28/2016
IA,F,1910,Stella,11,11/28/2016
IA,M,1910,Arthur,25,11/28/2016
IA,M,1910,Clifford,15,11/28/2016
IA,M,1910,Everett,13,11/28/2016
IA,M,1910,Edmund,6,11/28/2016
IA,M,1910,Clyde,13,11/28/2016
IA,F,1910,Gladys,98,11/28/2016
IA,F,1910,Ruby,54,11/28/2016
IA,M,1910,Louis,22,11/28/2016
IA,M,1910,Marion,11,11/28/2016
IA,M,1910,Theodore,9,11/28/2016
IA,F,1910,Anna,65,11/28/2016
IA,F,1910,Miriam,8,11/28/2016
IA,F,1910,Christine,7,11/28/2016
IA,F,1910,Winona,6,11/28/2016
IA,M,1910,Jesse,5,11/28/2016
IA,F,1910,Irene,86,11/28/2016
IA,F,1910,Sylvia,16,11/28/2016
IA,F,1910,Olga,11,11/28/2016
IA,F,1910,Amanda,10,11/28/2016
IA,F,1910,Jeannette,6,11/28/2016
IA,M,1910,George,74,11/28/2016
IA,M,1910,Harry,33,11/28/2016
IA,F,1910,Leta,6,11/28/2016
IA,M,1910,Marvin,9,11/28/2016
IA,F,1910,Hazel,86,11/28/2016
IA,F,1910,June,12,11/28/2016
IA,F,1910,Naomi,12,11/28/2016
IA,M,1910,Earl,28,11/28/2016
IA,M,1910,Herman,19,11/28/2016
IA,F,1910,Erma,22,11/28/2016
IA,F,1910,Bonnie,7,11/28/2016
IA,F,1910,Ila,7,11/28/2016
IA,F,1910,Edith,43,11/28/2016
IA,F,1910,Inez,19,11/28/2016
IA,F,1910,Janet,7,11/28/2016
IA,F,1910,Carol,6,11/28/2016
IA,F,1910,Lila,6,11/28/2016
IA,F,1910,Ethel,57,11/28/2016
IA,F,1910,Hilda,14,11/28/2016
IA,F,1910,Irma,13,11/28/2016
IA,F,1910,Adelaide,6,11/28/2016
IA,F,1910,Geneva,6,11/28/2016
IA,F,1910,Loretta,27,11/28/2016
IA,F,1910,Ferne,14,11/28/2016
IA,F,1910,Maurine,11,11/28/2016
IA,F,1910,Arline,5,11/28/2016
IA,F,1910,Jeanette,5,11/28/2016
IA,F,1910,Marvel,5,11/28/2016
IA,M,1910,Gerald,11,11/28/2016
IA,M,1910,Bernard,14,11/28/2016
IA,M,1910,Merle,7,11/28/2016
IA,F,1910,Bertha,40,11/28/2016
IA,F,1910,Pauline,31,11/28/2016
IA,F,1910,Lydia,10,11/28/2016
IA,F,1910,Leota,5,11/28/2016
IA,M,1910,Elmer,21,11/28/2016
IA,M,1910,Laurence,5,11/28/2016
IA,F,1910,Johanna,9,11/28/2016
IA,F,1910,Frieda,6,11/28/2016
IA,F,1910,Winifred,7,11/28/2016
IA,M,1910,Eldon,5,11/28/2016
IA,F,1910,Vera,45,11/28/2016
IA,F,1910,Eleanor,32,11/28/2016
IA,M,1910,Edgar,6,11/28/2016
IA,F,1910,Marguerite,22,11/28/2016
IA,F,1910,Flora,6,11/28/2016
IA,F,1910,Joan,5,11/28/2016
IA,M,1910,Lester,12,11/28/2016
IA,M,1910,Elwood,5,11/28/2016
IA,F,1910,Eunice,12,11/28/2016
IA,F,1910,Lula,9,11/28/2016
IA,M,1910,Harold,80,11/28/2016
IA,M,1910,Jerry,6,11/28/2016
IA,M,1910,Walter,33,11/28/2016
IA,M,1910,Leo,26,11/28/2016
IA,M,1910,Chester,9,11/28/2016
IA,F,1910,Gretchen,11,11/28/2016
IA,M,1910,Ralph,28,11/28/2016
IA,M,1910,Don,8,11/28/2016
IA,F,1910,Rose,26,11/28/2016
IA,F,1910,Dora,12,11/28/2016
IA,F,1910,Leola,5,11/28/2016
IA,F,1910,Wanda,16,11/28/2016
IA,F,1910,Fern,34,11/28/2016
IA,F,1910,Ida,26,11/28/2016
IA,F,1910,Elva,10,11/28/2016
IA,M,1910,John,124,11/28/2016
IA,M,1910,Howard,23,11/28/2016
IA,M,1910,Ervin,5,11/28/2016
IA,F,1910,Minnie,18,11/28/2016
IA,M,1910,Lawrence,26,11/28/2016
IA,M,1910,Ray,11,11/28/2016
IA,M,1910,Willard,11,11/28/2016
IA,F,1910,Emma,35,11/28/2016
IA,F,1910,Elma,5,11/28/2016
IA,M,1910,Paul,46,11/28/2016
IA,F,1910,Carrie,5,11/28/2016
IA,F,1910,Esther,77,11/28/2016
IA,F,1910,Mable,16,11/28/2016
IA,F,1910,Georgia,14,11/28/2016
IA,F,1910,Verna,14,11/28/2016
IA,F,1910,Barbara,7,11/28/2016
IA,F,1910,Susie,5,11/28/2016
IA,F,1910,Katherine,36,11/28/2016
IA,F,1910,Dolores,9,11/28/2016
IA,M,1910,Leonard,25,11/28/2016
IA,M,1910,Cecil,10,11/28/2016
IA,M,1910,Archie,6,11/28/2016
IA,M,1910,Leon,5,11/28/2016
IA,F,1910,Iola,6,11/28/2016
IA,M,1910,Fred,26,11/28/2016
IA,M,1910,Wallace,7,11/28/2016
IA,F,1910,Effie,11,11/28/2016
IA,F,1910,Joy,8,11/28/2016
IA,F,1910,Lillie,8,11/28/2016
IA,F,1910,Lottie,7,11/28/2016
IA,M,1910,Vernon,12,11/28/2016
IA,F,1910,Alice,104,11/28/2016
IA,F,1910,Matilda,5,11/28/2016
IA,M,1910,Jack,14,11/28/2016
IA,M,1910,Cyril,6,11/28/2016
IA,M,1910,Joe,6,11/28/2016
IA,F,1910,Evelyn,80,11/28/2016
IA,F,1910,Blanche,26,11/28/2016
IA,M,1910,William,94,11/28/2016
IA,M,1910,Gordon,12,11/28/2016
IA,M,1910,Harley,5,11/28/2016
IA,F,1910,Elsie,39,11/28/2016
IA,F,1910,Vivian,27,11/28/2016
IA,F,1910,Kathryn,25,11/28/2016
IA,F,1910,Ione,7,11/28/2016
IA,F,1910,Adeline,6,11/28/2016
IA,F,1910,Clarice,5,11/28/2016
IA,M,1910,Russell,14,11/28/2016
IA,M,1910,Victor,10,11/28/2016
IA,M,1910,Dale,7,11/28/2016
ID,F,1910,Helen,30,11/28/2016
ID,F,1910,Mary,53,11/28/2016
ID,F,1910,Vera,11,11/28/2016
ID,F,1910,Nellie,6,11/28/2016
ID,M,1910,Richard,9,11/28/2016
ID,F,1910,Elva,6,11/28/2016
ID,F,1910,Hazel,12,11/28/2016
ID,F,1910,Anna,9,11/28/2016
ID,M,1910,William,29,11/28/2016
ID,F,1910,Sarah,8,11/28/2016
ID,F,1910,Genevieve,6,11/28/2016
ID,F,1910,Della,5,11/28/2016
ID,F,1910,Esther,10,11/28/2016
ID,F,1910,Eva,7,11/28/2016
ID,F,1910,Elma,6,11/28/2016
ID,M,1910,Ray,6,11/28/2016
ID,F,1910,Evelyn,15,11/28/2016
ID,F,1910,Pauline,10,11/28/2016
ID,F,1910,Ethel,9,11/28/2016
ID,M,1910,Ralph,5,11/28/2016
ID,F,1910,Katherine,5,11/28/2016
ID,M,1910,Clyde,6,11/28/2016
ID,F,1910,Florence,15,11/28/2016
ID,F,1910,Agnes,12,11/28/2016
ID,M,1910,Kenneth,5,11/28/2016
ID,F,1910,Marjorie,6,11/28/2016
ID,M,1910,Charles,17,11/28/2016
ID,F,1910,Frances,15,11/28/2016
ID,F,1910,Thelma,19,11/28/2016
ID,F,1910,Betty,6,11/28/2016
ID,F,1910,Fern,7,11/28/2016
ID,F,1910,Lillian,8,11/28/2016
ID,M,1910,Clarence,6,11/28/2016
ID,F,1910,Marie,12,11/28/2016
ID,M,1910,Don,5,11/28/2016
ID,F,1910,Margaret,24,11/28/2016
ID,F,1910,Mae,6,11/28/2016
ID,M,1910,Harold,11,11/28/2016
ID,F,1910,Bernice,10,11/28/2016
ID,M,1910,Edward,10,11/28/2016
ID,M,1910,Alvin,5,11/28/2016
ID,M,1910,Wayne,6,11/28/2016
ID,F,1910,Beatrice,5,11/28/2016
ID,F,1910,Edith,17,11/28/2016
ID,F,1910,Dora,5,11/28/2016
ID,F,1910,Mildred,19,11/28/2016
ID,M,1910,Ernest,6,11/28/2016
ID,F,1910,Eleanor,5,11/28/2016
ID,F,1910,Flora,5,11/28/2016
ID,M,1910,Joseph,11,11/28/2016
ID,F,1910,Grace,11,11/28/2016
ID,F,1910,Ellen,7,11/28/2016
ID,F,1910,Gertrude,6,11/28/2016
ID,F,1910,Louise,6,11/28/2016
ID,F,1910,Lola,8,11/28/2016
ID,F,1910,Lucy,6,11/28/2016
ID,F,1910,Dorothy,31,11/28/2016
ID,F,1910,Pearl,10,11/28/2016
ID,M,1910,Robert,25,11/28/2016
ID,F,1910,Beulah,5,11/28/2016
ID,M,1910,Carl,11,11/28/2016
ID,F,1910,Mabel,6,11/28/2016
ID,F,1910,Alice,19,11/28/2016
ID,M,1910,Theodore,6,11/28/2016
ID,F,1910,Viola,7,11/28/2016
ID,M,1910,George,18,11/28/2016
ID,M,1910,Raymond,7,11/28/2016
ID,M,1910,Thomas,6,11/28/2016
ID,F,1910,Irene,11,11/28/2016
ID,F,1910,Elizabeth,17,11/28/2016
ID,F,1910,Ruby,7,11/28/2016
ID,F,1910,Ruth,24,11/28/2016
ID,F,1910,Virginia,8,11/28/2016
ID,F,1910,Emma,6,11/28/2016
ID,F,1910,Myrtle,11,11/28/2016
ID,M,1910,John,34,11/28/2016
ID,F,1910,Minnie,7,11/28/2016
ID,M,1910,Edwin,7,11/28/2016
ID,F,1910,Gladys,20,11/28/2016
ID,M,1910,Russell,6,11/28/2016
ID,F,1910,Laura,6,11/28/2016
ID,F,1910,Ida,9,11/28/2016
ID,F,1910,Lucille,6,11/28/2016
ID,F,1910,Jessie,5,11/28/2016
ID,M,1910,Donald,5,11/28/2016
ID,F,1910,Rose,10,11/28/2016
ID,F,1910,Bertha,8,11/28/2016
ID,M,1910,Walter,7,11/28/2016
ID,M,1910,Eugene,5,11/28/2016
ID,F,1910,Blanche,7,11/28/2016
ID,F,1910,Nina,5,11/28/2016
ID,M,1910,Arthur,6,11/28/2016
ID,F,1910,Clara,12,11/28/2016
ID,F,1910,Edna,10,11/28/2016
ID,M,1910,Harry,6,11/28/2016
ID,F,1910,Maxine,5,11/28/2016
ID,F,1910,Lois,7,11/28/2016
ID,F,1910,Josephine,5,11/28/2016
ID,F,1910,Cora,5,11/28/2016
ID,M,1910,Paul,6,11/28/2016
ID,M,1910,James,28,11/28/2016
ID,M,1910,Frank,7,11/28/2016
ID,F,1910,Violet,7,11/28/2016
ID,F,1910,Geraldine,7,11/28/2016
ID,F,1910,Martha,6,11/28/2016
ID,M,1910,Howard,5,11/28/2016
IL,F,1910,Maria,11,11/28/2016
IL,F,1910,Elisabeth,9,11/28/2016
IL,F,1910,Eleanor,169,11/28/2016
IL,F,1910,Lenora,9,11/28/2016
IL,F,1910,Francis,7,11/28/2016
IL,F,1910,Elvera,6,11/28/2016
IL,M,1910,Leo,63,11/28/2016
IL,M,1910,Philip,19,11/28/2016
IL,M,1910,Neil,8,11/28/2016
IL,F,1910,Clara,118,11/28/2016
IL,F,1910,Emma,88,11/28/2016
IL,F,1910,Johanna,22,11/28/2016
IL,F,1910,Madge,14,11/28/2016
IL,F,1910,Therese,11,11/28/2016
IL,F,1910,Jeanne,9,11/28/2016
IL,M,1910,Lyman,5,11/28/2016
IL,F,1910,Lila,11,11/28/2016
IL,F,1910,Effie,10,11/28/2016
IL,F,1910,Vada,8,11/28/2016
IL,M,1910,Rudolph,20,11/28/2016
IL,M,1910,Alex,8,11/28/2016
IL,M,1910,Dennis,5,11/28/2016
IL,F,1910,Eva,90,11/28/2016
IL,F,1910,Laura,70,11/28/2016
IL,F,1910,Wilma,58,11/28/2016
IL,F,1910,Naomi,29,11/28/2016
IL,F,1910,Della,25,11/28/2016
IL,F,1910,Elma,9,11/28/2016
IL,F,1910,Letha,5,11/28/2016
IL,M,1910,Clarence,105,11/28/2016
IL,M,1910,Ernest,27,11/28/2016
IL,M,1910,Martin,23,11/28/2016
IL,M,1910,Hubert,11,11/28/2016
IL,M,1910,Max,8,11/28/2016
IL,F,1910,Victoria,42,11/28/2016
IL,F,1910,Rae,11,11/28/2016
IL,F,1910,Molly,6,11/28/2016
IL,F,1910,Maybelle,5,11/28/2016
IL,M,1910,Vincent,23,11/28/2016
IL,M,1910,Loren,9,11/28/2016
IL,F,1910,Ione,8,11/28/2016
IL,F,1910,Lelia,7,11/28/2016
IL,M,1910,Ira,9,11/28/2016
IL,M,1910,Truman,5,11/28/2016
IL,F,1910,Dolly,7,11/28/2016
IL,F,1910,Ernestine,5,11/28/2016
IL,M,1910,Andrew,41,11/28/2016
IL,M,1910,Herman,28,11/28/2016
IL,M,1910,Everett,27,11/28/2016
IL,M,1910,Morton,7,11/28/2016
IL,F,1910,Jean,118,11/28/2016
IL,F,1910,Gloria,6,11/28/2016
IL,F,1910,Harriette,6,11/28/2016
IL,M,1910,Norman,31,11/28/2016
IL,M,1910,Oliver,20,11/28/2016
IL,M,1910,Owen,13,11/28/2016
IL,M,1910,Warren,13,11/28/2016
IL,M,1910,Claude,12,11/28/2016
IL,M,1910,Angelo,10,11/28/2016
IL,M,1910,Wilfred,8,11/28/2016
IL,F,1910,Bessie,70,11/28/2016
IL,F,1910,Daisy,19,11/28/2016
IL,F,1910,Neva,14,11/28/2016
IL,F,1910,Bettie,6,11/28/2016
IL,F,1910,Merle,5,11/28/2016
IL,M,1910,Matthew,9,11/28/2016
IL,F,1910,Doris,68,11/28/2016
IL,F,1910,Theresa,63,11/28/2016
IL,F,1910,Bernadine,20,11/28/2016
IL,M,1910,George,278,11/28/2016
IL,F,1910,Alma,59,11/28/2016
IL,F,1910,Barbara,36,11/28/2016
IL,F,1910,Constance,14,11/28/2016
IL,F,1910,Miriam,13,11/28/2016
IL,F,1910,Edith,145,11/28/2016
IL,M,1910,Horace,9,11/28/2016
IL,F,1910,Edna,171,11/28/2016
IL,F,1910,Elsie,126,11/28/2016
IL,F,1910,Betty,101,11/28/2016
IL,F,1910,Donna,5,11/28/2016
IL,M,1910,Ray,38,11/28/2016
IL,M,1910,Maurice,22,11/28/2016
IL,F,1910,Susan,20,11/28/2016
IL,F,1910,Berniece,9,11/28/2016
IL,M,1910,Harold,167,11/28/2016
IL,M,1910,Stephen,34,11/28/2016
IL,M,1910,Sam,31,11/28/2016
IL,M,1910,Jesse,14,11/28/2016
IL,M,1910,Leon,14,11/28/2016
IL,F,1910,Marion,104,11/28/2016
IL,F,1910,Dorothea,32,11/28/2016
IL,F,1910,Rhoda,8,11/28/2016
IL,F,1910,Vesta,5,11/28/2016
IL,M,1910,Otto,19,11/28/2016
IL,M,1910,Wallace,5,11/28/2016
IL,F,1910,Ella,54,11/28/2016
IL,F,1910,Zella,8,11/28/2016
IL,M,1910,Donald,59,11/28/2016
IL,M,1910,Lee,24,11/28/2016
IL,F,1910,Marguerite,59,11/28/2016
IL,F,1910,Shirley,21,11/28/2016
IL,F,1910,Stephanie,17,11/28/2016
IL,M,1910,Roy,59,11/28/2016
IL,M,1910,Curtis,7,11/28/2016
IL,M,1910,Mary,6,11/28/2016
IL,F,1910,Bertha,97,11/28/2016
IL,F,1910,Loretta,48,11/28/2016
IL,F,1910,Wanda,30,11/28/2016
IL,F,1910,Elsa,9,11/28/2016
IL,F,1910,Fay,5,11/28/2016
IL,F,1910,Maggie,5,11/28/2016
IL,M,1910,Alvin,17,11/28/2016
IL,M,1910,Harley,6,11/28/2016
IL,M,1910,Jay,5,11/28/2016
IL,F,1910,Olive,33,11/28/2016
IL,F,1910,Antoinette,18,11/28/2016
IL,F,1910,Helene,15,11/28/2016
IL,F,1910,Mayme,8,11/28/2016
IL,F,1910,Gretchen,5,11/28/2016
IL,M,1910,Glenn,27,11/28/2016
IL,M,1910,Perry,5,11/28/2016
IL,F,1910,Dorothy,553,11/28/2016
IL,F,1910,Adeline,54,11/28/2016
IL,M,1910,Milton,23,11/28/2016
IL,M,1910,Ben,12,11/28/2016
IL,M,1910,Edmund,11,11/28/2016
IL,M,1910,Carroll,6,11/28/2016
IL,F,1910,Melba,13,11/28/2016
IL,M,1910,Paul,112,11/28/2016
IL,M,1910,Lewis,14,11/28/2016
IL,F,1910,Jennie,54,11/28/2016
IL,F,1910,Mattie,16,11/28/2016
IL,F,1910,Dora,11,11/28/2016
IL,F,1910,Cecil,7,11/28/2016
IL,F,1910,Janice,7,11/28/2016
IL,M,1910,Eugene,40,11/28/2016
IL,F,1910,Rita,14,11/28/2016
IL,F,1910,Clarice,7,11/28/2016
IL,M,1910,Laurence,7,11/28/2016
IL,F,1910,Lillian,268,11/28/2016
IL,F,1910,Catharine,9,11/28/2016
IL,F,1910,Georgianna,7,11/28/2016
IL,F,1910,Nola,6,11/28/2016
IL,M,1910,Johnnie,9,11/28/2016
IL,M,1910,Nathan,9,11/28/2016
